ACC,NPV,PPV,SEN,SPC,cost_matrix
0.9,0.9,0.9,0.9,0.9,7.5
0.631578947368,0.75,0.6,0.9,0.333333333333,20.0
0.578947368421,0.555555555556,0.6,0.6,0.555555555556,30.0
0.888888888889,1.0,0.818181818182,1.0,0.777777777778,5.0
0.833333333333,0.875,0.8,0.888888888889,0.777777777778,10.0
0.777777777778,0.777777777778,0.777777777778,0.777777777778,0.777777777778,15.0
0.722222222222,0.75,0.7,0.777777777778,0.666666666667,17.5
0.888888888889,0.888888888889,0.888888888889,0.888888888889,0.888888888889,7.5
0.764705882353,0.857142857143,0.7,0.875,0.666666666667,12.5
0.764705882353,0.777777777778,0.75,0.75,0.777777777778,15.0
